batch_size train_accuracy test_accuracy

84291	3.127261510718819	2.986348122866894
84291	3.1581070339656665	2.9756825938566553
84291	3.1675979641954655	2.986348122866894
84291	3.206748051393387	3.039675767918089
84291	3.276743661838156	3.0610068259385668
84291	3.312334650199903	3.1676621160409555
84291	3.4143621501702435	3.3276450511945397
84291	3.5258805803703837	3.594283276450512
84291	3.630280812898174	3.6476109215017067
84291	3.7536629058855633	3.8502559726962455
1	11.899253775610683	11.55076791808873
1	21.380693075180034	17.17150170648464
1	23.910025981421505	18.014078498293514
1	24.913691853222765	17.918088737201366
1	25.99209880058369	18.44069965870307
1	26.899253395610683	17.230767124088738
1	27.380693297180034	17.17150170648464
1	27.910039481421505	18.124078235293514
1	28.929391853222765	17.198088712201366
1	28.93209880058369	18.12069914570307
50	14.04183127498784	13.321245733788395
50	23.64427993498713	18.120733788395903
50	25.41433842284467	17.97141638225256
50	26.557995515535467	18.131399317406142
50	27.076437579338247	17.800767918088738
50	27.660129788470893	17.822098976109217
50	28.078917084860777	18.27005119453925
50	28.395676881280323	17.918088737201366
50	28.726673073044573	18.067406143344712
50	28.90106891601713	18.302047781569968
100	11.98823124651505	11.390784982935154
100	21.629829993712256	17.246160409556314
100	24.000189818604596	18.1740614334471
100	25.056055806669754	18.131399317406142
100	25.795161998315358	18.419368600682596
100	26.4168179283672	18.46203071672355
100	27.030169294467974	18.27005119453925
100	27.215242433949054	18.611348122866893
100	27.425229265283363	18.099402730375427
100	27.955534991873392	18.206058020477816
200	9.170611334543427	9.225682593856655
200	19.00440141889407	15.902303754266212
200	21.61559359836756	17.44880546075085
200	22.964492057277763	17.907423208191126
200	23.971717027915197	18.067406143344712
200	24.685909527707583	18.15273037542662
200	25.26841537056151	18.302047781569968
200	25.599411562325752	18.376706484641637
200	26.031248887781615	18.47269624573379
200	26.37173600977566	18.53668941979522
500	4.96019741134878	5.354095563139931
500	15.095324530495546	13.875853242320819
500	17.8524397622522	15.326365187713312
500	19.445729674579727	16.030290102389078
500	20.661755110272743	16.638225255972696
500	21.50882063328232	17.19283276450512
500	22.183863045876784	17.235494880546078
500	22.72365970269661	17.694112627986346
500	23.18634255139932	17.7901023890785
500	23.507847812933765	17.95008532423208

10	4.3871824987246555	4.180887372013651
10	12.635987234698842	12.1160409556314
10	15.005160693312453	13.758532423208191
10	16.579468745180385	14.75042662116041
10	17.77058048902018	15.155716723549489
10	18.756450866640566	15.923634812286688
10	19.576229965239467	16.275597269624573
10	20.19195406389769	16.574232081911262
10	20.75429168001329	16.766211604095563
10	21.19087447058405	16.97952218430034
30	3.691971859391869	3.7222696245733786
30	8.584546392853328	8.756399317406144
30	10.97981990959889	10.53754266211604
30	12.426000403364535	11.540102389078498
30	13.411870780984922	12.350682593856655
30	14.148604240073078	13.011945392491468
30	14.81296935615902	13.555887372013654
30	15.458352611785362	13.929180887372015
30	15.975608309309417	14.398464163822524
30	16.4323593266185	14.686433447098976
