norm_type architecture n_param train_accuracy test_accuracy

MM	256x128x56	452192	3.777390231460061	3.6476109215017067
MM	256x128x56	452192	3.9624633709411445	4.052901023890785
MM	256x128x56	452192	4.864101742772063	4.9808020477815695
MM	256x128x56	452192	5.9840315098883625	6.164675767918089
MM	256x128x56	452192	5.829803893654127	5.588737201365188
MM	256x128x56	452192	6.039790724988433	5.652730375426621
MM	256x128x56	452192	5.96149055059259	5.66339590443686
MM	256x128x56	452192	5.965049649428765	5.7060580204778155
MM	256x128x56	452192	6.148936422631123	5.834044368600683
MM	256x128x56	452192	6.383836945818652	6.079351535836178

MA	256x128x56	452192	3.51045781874696	3.4236348122866898
MA	256x128x56	452192	4.198550260407398	4.052901023890785
MA	256x128x56	452192	4.722924155603801	4.714163822525597
MA	256x128x56	452192	6.070636248235281	5.8980375426621166
MA	256x128x56	452192	6.6175511027274565	6.409982935153584
MA	256x128x56	452192	7.287848050207021	7.113907849829351
MA	256x128x56	452192	6.775337817797866	6.676621160409556
MA	256x128x56	452192	6.768219620125518	6.975255972696245
MA	256x128x56	452192	7.093283980496139	7.412542662116041
MA	256x128x56	452192	6.736187730599945	6.83660409556314

MV	256x128x56	452192	4.797665231163469	4.618174061433447
MV	256x128x56	452192	13.60287575185963	12.148037542662117
MV	256x128x56	452192	19.13964717466871	15.806313993174061
MV	256x128x56	452192	24.137808306936684	19.581911262798634
MV	256x128x56	452192	28.19518098017582	22.418941979522184
MV	256x128x56	452192	32.17425347901911	24.061433447098977
MV	256x128x56	452192	35.78673879773641	26.37585324232082
MV	256x128x56	452192	39.48345612224318	28.210324232081913
MV	256x128x56	452192	43.35219655716506	29.948805460750854
MV	256x128x56	452192	46.58623103296912	31.164675767918087

WN	256x128x56	452192	3.4807986617788376	3.1036689419795223
WN	256x128x56	452192	10.03428598545515	7.135238907849829
WN	256x128x56	452192	15.13566098397219	9.545648464163822
WN	256x128x56	452192	17.77058048902018	10.804180887372015
WN	256x128x56	452192	19.484879761777652	11.497440273037544
WN	256x128x56	452192	20.63684141841952	12.190699658703071
WN	256x128x56	452192	21.47204327864185	12.446672354948806
WN	256x128x56	452192	22.05217638893832	12.574658703071673
WN	256x128x56	452192	22.570618452741098	12.798634812286688
WN	256x128x56	452192	23.013133074705486	13.043941979522183
